Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales
2018-07-03,2018-07-07,Standard Class,Consumer,Plano,Texas,Central,Technology,Phones,Nettalk Duo Voip Telephone Service,167.968
2016-12-11,2016-12-12,First Class,Consumer,Suffolk,Virginia,South,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62
2016-09-17,2016-09-21,Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936
2016-09-17,2016-09-21,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,Gbc Imprintable Covers,6.588
2017-05-18,2017-05-24,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,Home/Office Personal File Carts,104.28
2017-05-18,2017-05-24,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. And 87 Bright),17.94
2015-09-07,2015-09-13,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Carina 42Hx23 3/4W Media Storage Unit,64.784
2015-09-07,2015-09-13,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,Invisibleshield By Zagg Smudge-Free Screen Protector,32.382
2015-09-07,2015-09-13,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Dax Natural Wood-Tone Poster Frame,42.368
2015-09-07,2015-09-13,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,Startech.Com 10/100 Vdsl2 Ethernet Extender Kit,399.54
2017-09-29,2017-10-01,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1887,18.97
2017-11-07,2017-11-12,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82
2018-04-24,2018-04-27,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28
2018-04-24,2018-04-27,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Avery Reinforcements For Hole-Punch Pages,1.188
2018-04-24,2018-04-27,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Gbc Proclick Spines For 32-Hole Punch,7.518
2018-12-10,2018-12-12,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 210,10.368
2018-12-10,2018-12-12,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88
2015-08-16,2015-08-20,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,500.558
2018-12-09,2018-12-15,Standard Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 White Forms Per Page",33.45
2018-12-09,2018-12-15,Standard Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Binders,Economy Binders,10.4
2017-03-14,2017-03-19,Standard Class,Consumer,Columbus,Ohio,East,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88
2017-06-26,2017-06-29,Second Class,Home Office,Plano,Texas,Central,Technology,Accessories,Memorex Mini Travel Drive 4 Gb Usb 2.0 Flash Drive,13.616
2016-09-25,2016-09-28,Second Class,Home Office,Bayonne,New Jersey,East,Technology,Accessories,Memorex Micro Travel Drive 16 Gb,63.96
2016-09-25,2016-09-28,Second Class,Home Office,Bayonne,New Jersey,East,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46
2016-09-25,2016-09-28,Second Class,Home Office,Bayonne,New Jersey,East,Technology,Phones,Nettalk Duo Voip Telephone Service,104.98
2016-12-27,2016-12-31,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Belkin F9G930V10-Gry 9 Outlet Surge,106.96
2016-12-27,2016-12-31,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,Avery 497,21.56
2015-06-03,2015-06-07,Second Class,Consumer,Seattle,Washington,West,Furniture,Tables,Ki Adjustable-Height Table,500.558
2016-07-13,2016-07-15,Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,Gbc Plastic Binding Combs,11.808
2016-07-13,2016-07-15,Second Class,Consumer,New York City,New York,East,Furniture,Chairs,Safco Contoured Stacking Chairs,500.558
2016-07-13,2016-07-15,Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,Easy-Staple Paper,9.96
2015-02-02,2015-02-06,Standard Class,Home Office,San Diego,California,West,Office Supplies,Fasteners,Staples,12.35
2017-03-08,2017-03-08,Same Day,Consumer,Glendale,Arizona,West,Office Supplies,Binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",9.702
2016-11-22,2016-11-26,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Gbc Durable Plastic Covers,11.61
2018-10-30,2018-11-05,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 500,43.86
2018-10-30,2018-11-05,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,Geemarc Amplipower60,148.48
2018-10-30,2018-11-05,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,"While You Were Out Message Book, One Form Per Page",7.42
2018-10-30,2018-11-05,Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",71.992
2018-10-30,2018-11-05,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,4009 Highlighters By Sanford,19.9
2018-10-30,2018-11-05,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",500.558
2016-01-30,2016-02-04,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304
2018-09-08,2018-09-13,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables,500.558
2018-10-07,2018-10-13,Standard Class,Consumer,San Francisco,California,West,Furniture,Bookcases,Osullivan Manor Hill 2-Door Library In Brianna Oak,307.666
2017-04-30,2017-05-04,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712
2017-05-19,2017-05-24,Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,242.9
2017-05-19,2017-05-24,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9
2017-05-19,2017-05-24,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,Nu-Dell Float Frame 11 X 14 1/2,35.92
2017-05-19,2017-05-24,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,"Dax Value U-Channel Document Frames, Easel Back",39.76
2017-05-19,2017-05-24,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,Recycled Easel Ring Binders,47.744
2016-12-20,2016-12-25,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,Apple Iphone 5C,159.984
2016-12-20,2016-12-25,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,Logitech G600 Mmo Gaming Mouse,255.968
2016-12-20,2016-12-25,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058
2016-12-19,2016-12-20,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352
2016-12-19,2016-12-20,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Hoover Replacement Belt For Commercial Guardsman Heavy-Duty Upright Vacuum,3.552
2016-12-19,2016-12-20,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor With Phone/Fax Protection,88.832
2018-04-29,2018-05-04,Second Class,Corporate,Dublin,Ohio,East,Furniture,Tables,"Safco Planmaster Heigh-Adjustable Drafting Table Base, 43W X 30D X 30-37H, Black",500.558
2017-02-07,2017-02-07,Same Day,Consumer,Springfield,Virginia,South,Technology,Accessories,Micro Innovations Usb Rf Wireless Keyboard With Mouse,100.0
2017-02-07,2017-02-07,Same Day,Consumer,Springfield,Virginia,South,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels For Typewriters By Universal,7.83
2015-09-28,2015-10-03,Standard Class,Corporate,Fayetteville,North Carolina,South,Office Supplies,Paper,White Gluetop Scratch Pads,96.256
2015-09-28,2015-10-03,Standard Class,Corporate,Fayetteville,North Carolina,South,Office Supplies,Paper,Xerox 195,10.688
2017-07-10,2017-07-14,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04
2017-07-10,2017-07-14,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24
2018-07-29,2018-08-01,Second Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Appliances,Holmes Hepa Air Purifier,34.848
2018-07-29,2018-08-01,Second Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,Samsung Replacement Eh64Avfwe Premium Headset,22.0
2018-07-29,2018-08-01,Second Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Art,Newell 322,4.368
2016-09-03,2016-09-09,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44
2016-09-03,2016-09-09,Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,Kingston Digital Datatraveler 16Gb Usb 2.0,17.9
2016-09-03,2016-09-09,Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,"Trendnet 56K Usb 2.0 Phone, Internet And Fax Modem",129.45
2015-08-09,2015-08-16,Standard Class,Home Office,San Diego,California,West,Office Supplies,Labels,Avery 494,20.88
2018-10-30,2018-11-03,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 231,20.736
2018-10-30,2018-11-03,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168
2018-10-30,2018-11-03,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Eldon Shelf Savers Cubes And Bins,11.168
2018-10-30,2018-11-03,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,First Data Fd10 Pin Pad,442.4
2015-06-06,2015-06-09,First Class,Consumer,Rochester,New York,East,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36
2017-08-13,2017-08-17,Second Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232
2017-08-13,2017-08-17,Second Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,Easy-Staple Paper,10.272
2015-04-25,2015-04-29,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,Xerox 1985,10.368
2015-04-25,2015-04-29,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Art,12 Colored Short Pencils,6.24
2016-11-22,2016-11-27,Standard Class,Home Office,San Antonio,Texas,Central,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962
2018-10-14,2018-10-17,First Class,Consumer,Oakland,California,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46
2018-12-02,2018-12-05,First Class,Corporate,San Francisco,California,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",500.558
2018-12-02,2018-12-05,First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1940,109.92
2018-12-02,2018-12-05,First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1962,8.56
2016-12-08,2016-12-11,Second Class,Home Office,Fort Worth,Texas,Central,Office Supplies,Paper,Xerox 1945,360.712
2016-12-08,2016-12-11,Second Class,Home Office,Fort Worth,Texas,Central,Technology,Phones,Wilson Electronics Db Pro Signal Booster,500.558
2016-07-13,2016-07-15,First Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders With Metal Hinges,41.568
2015-05-11,2015-05-17,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,Logitech Clearchat Comfort/Usb Headset H390,46.864
2015-01-05,2015-01-12,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Avery Hi-Liter Everbold Pen Style Fluorescent Highlighters, 4/Pack",19.536
2016-09-05,2016-09-09,Standard Class,Consumer,San Diego,California,West,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
2016-09-05,2016-09-09,Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,"Dxl Angle-View Binders With Locking Rings, Black",28.752
2016-09-05,2016-09-09,Standard Class,Consumer,San Diego,California,West,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199
2017-08-04,2017-08-08,Standard Class,Home Office,Suffolk,Virginia,South,Office Supplies,Supplies,Acme 10 Easy Grip Assistive Scissors,35.06
2017-08-04,2017-08-08,Standard Class,Home Office,Suffolk,Virginia,South,Office Supplies,Labels,Avery 476,4.13
2017-08-04,2017-08-08,Standard Class,Home Office,Suffolk,Virginia,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5X11,109.8
2017-08-04,2017-08-08,Standard Class,Home Office,Suffolk,Virginia,South,Office Supplies,Labels,Avery 478,9.82
2015-03-22,2015-03-26,Standard Class,Consumer,Greensboro,North Carolina,South,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 X 5-1/8, 10/Pack",7.644
2015-03-22,2015-03-26,Standard Class,Consumer,Greensboro,North Carolina,South,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,51.465
2018-03-02,2018-03-08,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,Staple Remover,6.976
2018-03-02,2018-03-08,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,12.222
2017-11-27,2017-11-29,Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,"Safco Commercial Wire Shelving, 72H",97.984
2017-11-27,2017-11-29,Second Class,Corporate,Chicago,Illinois,Central,Technology,Accessories,Memorex Micro Travel Drive 8 Gb,62.4
2015-04-28,2015-05-03,Standard Class,Corporate,Baltimore,Maryland,East,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6 Capacity",20.86
2015-04-28,2015-05-03,Standard Class,Corporate,Baltimore,Maryland,East,Office Supplies,Storage,Recycled Steel Personal File For Standard File Folders,497.61
2015-04-28,2015-05-03,Standard Class,Corporate,Baltimore,Maryland,East,Office Supplies,Art,Blackstonian Pencils,5.34
2015-04-28,2015-05-03,Standard Class,Corporate,Baltimore,Maryland,East,Office Supplies,Labels,Avery 488,3.15
2016-11-24,2016-11-28,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1919,368.91
2016-11-24,2016-11-28,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,Prang Colored Pencils,14.7
2017-11-11,2017-11-16,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,Micropad Numeric Keypads,59.97
2017-11-11,2017-11-16,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36
2016-07-09,2016-07-13,Standard Class,Corporate,Franklin,Massachusetts,East,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58
2016-07-09,2016-07-13,Standard Class,Corporate,Franklin,Massachusetts,East,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2, Blue",122.94
2018-09-22,2018-09-26,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Paper,Xerox 1940,219.84
2018-09-22,2018-09-26,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Technology,Accessories,Logitech Desktop Mk120 Mouse And Keyboard Combo,98.16
2018-09-22,2018-09-26,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Binders,Accohide Binder By Acco,33.04
2018-09-22,2018-09-26,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Technology,Phones,At&T Cl82213,86.97
2016-02-15,2016-02-19,Standard Class,Corporate,Kenosha,Wisconsin,Central,Technology,Phones,Innergie Mmini Combo Duo Usb Travel Charging Kit,134.97
2016-02-15,2016-02-19,Standard Class,Corporate,Kenosha,Wisconsin,Central,Technology,Phones,Samsung Galaxy S Iii - 16Gb - Pebble Blue (T-Mobile),500.558
2016-02-15,2016-02-19,Standard Class,Corporate,Kenosha,Wisconsin,Central,Technology,Accessories,Maxell Lto Ultrium - 800 Gb,139.95
2015-09-30,2015-10-04,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94
2015-12-01,2015-12-03,First Class,Consumer,Madison,Wisconsin,Central,Furniture,Chairs,Office Star - Professional Matrix Back Chair With 2-To-1 Synchro Tilt And Mesh Fabric Seat,500.558
2015-12-01,2015-12-03,First Class,Consumer,Madison,Wisconsin,Central,Office Supplies,Art,"Hunt Boston Vista Battery-Operated Pencil Sharpener, Black",46.64
2015-12-08,2015-12-13,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416
2017-09-05,2017-09-10,Standard Class,Home Office,Olathe,Kansas,Central,Office Supplies,Art,Panasonic Kp-380Bk Classic Electric Pencil Sharpener,107.94
2018-08-27,2018-08-30,First Class,Home Office,New York City,New York,East,Office Supplies,Storage,Iris Project Case,63.84
2018-08-27,2018-08-30,First Class,Home Office,New York City,New York,East,Technology,Phones,Ge 30522Ee2,347.97
2018-08-27,2018-08-30,First Class,Home Office,New York City,New York,East,Office Supplies,Binders,Dxl Angle-View Binders With Locking Rings By Samsill,37.008
2017-07-07,2017-07-11,Standard Class,Consumer,San Jose,California,West,Furniture,Furnishings,Howard Miller 11-1/2 Diameter Grantwood Wall Clock,215.65
2017-08-08,2017-08-10,Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,Oic Bulk Pack Metal Binder Clips,11.168
2017-08-08,2017-08-10,Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,"Ink Jet Note And Greeting Cards, 8-1/2 X 5-1/2 Card Size",53.952
2017-11-13,2017-11-19,Standard Class,Home Office,Auburn,Washington,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18
2018-09-22,2018-09-26,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.607
2018-09-22,2018-09-26,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,500.558
2018-09-22,2018-09-26,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech Wireless Marathon Mouse M705,79.984
2017-12-25,2017-12-28,First Class,Corporate,Los Angeles,California,West,Technology,Phones,Samsung Galaxy Note 2,500.558
2017-12-25,2017-12-28,First Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 225,45.36
2017-12-25,2017-12-28,First Class,Corporate,Los Angeles,California,West,Technology,Accessories,Sandisk Cruzer 64 Gb Usb Flash Drive,254.24
2017-02-11,2017-02-13,First Class,Corporate,Tulsa,Oklahoma,Central,Technology,Phones,Mediabridge Sport Armband Iphone 5S,69.93
2017-10-23,2017-10-29,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,Dax Cubicle Frames - 8X10,16.156
2017-10-23,2017-10-29,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1929,54.816
2015-06-09,2015-06-11,Second Class,Consumer,Harrisonburg,Virginia,South,Furniture,Tables,Bevis 44 X 96 Conference Tables,500.558
2018-11-20,2018-11-26,Standard Class,Consumer,Newark,Ohio,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb Per Pack, 60 Watts",77.6
2018-11-20,2018-11-26,Standard Class,Consumer,Newark,Ohio,East,Furniture,Furnishings,"Ge General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656
2016-09-14,2016-09-18,Standard Class,Corporate,Los Angeles,California,West,Furniture,Tables,Ki Conference Tables,170.136
2016-06-04,2016-06-04,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Labels,Avery 501,7.38
2016-06-04,2016-06-04,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26
2016-12-13,2016-12-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,Avery 513,9.96
2015-05-25,2015-05-29,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,Harmony Air Purifier,75.6
2015-05-25,2015-05-29,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32
2017-02-16,2017-02-20,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner For Up To 8 X 10 Room,92.064
2017-02-16,2017-02-20,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Fasteners,Advantus Push Pins,6.976
2017-02-16,2017-02-20,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Chairs,"Global Stack Chair With Arms, Black",62.958
2017-02-16,2017-02-20,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 206,5.184
2017-12-22,2017-12-28,Standard Class,Consumer,Redmond,Oregon,West,Office Supplies,Binders,"Avery 3 1/2 Diskette Storage Pages, 10/Pack",31.32
2017-12-22,2017-12-28,Standard Class,Consumer,Redmond,Oregon,West,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84
2017-12-22,2017-12-28,Standard Class,Consumer,Redmond,Oregon,West,Furniture,Furnishings,Seth Thomas 14 Day/Date Wall Clock,22.784
2017-02-08,2017-02-11,Second Class,Home Office,Raleigh,North Carolina,South,Technology,Phones,Samsung Galaxy S4 Mini,500.558
2016-07-13,2016-07-15,Second Class,Corporate,Macon,Georgia,South,Office Supplies,Paper,Xerox 1931,38.88
2015-05-18,2015-05-24,Standard Class,Consumer,Cleveland,Ohio,East,Technology,Phones,Apple Iphone 5,500.558
2018-10-21,2018-10-21,Same Day,Home Office,Muskogee,Oklahoma,Central,Technology,Phones,Polycom Vvx 310 Voip Phone,500.558
2018-10-21,2018-10-21,Same Day,Home Office,Muskogee,Oklahoma,Central,Furniture,Tables,Bevis Boat-Shaped Conference Table,262.11
2016-11-05,2016-11-09,Standard Class,Corporate,Monroe,North Carolina,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0
2018-08-01,2018-08-07,Standard Class,Corporate,Austin,Texas,Central,Technology,Machines,Bady Bdg101Fru Card Printer,500.558
2018-08-01,2018-08-07,Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Paper,Xerox 1998,36.288
2015-06-21,2015-06-24,First Class,Consumer,Meriden,Connecticut,East,Office Supplies,Art,Newell 341,21.4
2018-02-19,2018-02-21,Second Class,Corporate,Roswell,Georgia,South,Office Supplies,Appliances,Kensington 7 Outlet Masterpiece Power Center,500.558
2015-08-01,2015-08-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Labels,Self-Adhesive Address Labels For Typewriters By Universal,17.544
2015-08-01,2015-08-05,Standard Class,Corporate,Charlotte,North Carolina,South,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128
2015-08-01,2015-08-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Appliances,Honeywell Quietcare Hepa Air Cleaner,62.92
2015-08-01,2015-08-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,Xerox 1916,78.304
2017-07-18,2017-07-23,Standard Class,Corporate,Bowling Green,Kentucky,South,Furniture,Chairs,Hon Olson Stacker Stools,140.81
2016-02-09,2016-02-11,Second Class,Corporate,San Antonio,Texas,Central,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.096
2016-02-09,2016-02-11,Second Class,Corporate,San Antonio,Texas,Central,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36",40.784
2018-07-29,2018-08-02,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,Imation 8Gb Mini Traveldrive Usb 2.0 Flash Drive,90.57
2018-01-12,2018-01-17,Second Class,Home Office,Washington,District Of Columbia,East,Office Supplies,Paper,Xerox 195,40.08
2018-01-12,2018-01-17,Second Class,Home Office,Washington,District Of Columbia,East,Furniture,Furnishings,Flat Face Poster Frame,37.68
2018-09-10,2018-09-10,Same Day,Corporate,Los Angeles,California,West,Furniture,Chairs,Dmi Arturo Collection Mission-Style Design Wood Chair,362.352
2018-09-10,2018-09-10,Same Day,Corporate,Los Angeles,California,West,Office Supplies,Binders,Avery Non-Stick Binders,7.184
2016-07-20,2016-07-25,Second Class,Consumer,South Bend,Indiana,Central,Office Supplies,Storage,"Multi-Use Personal File Cart And Caster Set, Three Stacking Bins",34.76
2016-07-20,2016-07-25,Second Class,Consumer,South Bend,Indiana,Central,Technology,Accessories,Imation Bio 8Gb Usb Flash Drive Imation Corp,500.558
2016-07-20,2016-07-25,Second Class,Consumer,South Bend,Indiana,Central,Office Supplies,Paper,Xerox 1981,26.4
2016-07-20,2016-07-25,Second Class,Consumer,South Bend,Indiana,Central,Office Supplies,Envelopes,"White Envelopes, White Envelopes With Clear Poly Window",106.75
2016-07-20,2016-07-25,Second Class,Consumer,South Bend,Indiana,Central,Office Supplies,Paper,Tops White Computer Printout Paper,97.82
2016-07-20,2016-07-25,Second Class,Consumer,South Bend,Indiana,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4
2015-06-13,2015-06-17,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,Staples In Misc. Colors,14.52
2018-05-12,2018-05-15,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92
2018-05-12,2018-05-15,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2 Capacity Binders, 800 Sheets",34.24
2016-09-03,2016-09-05,First Class,Corporate,Bristol,Connecticut,East,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Very Large Room, Hepa Filter",137.62
2016-09-03,2016-09-05,First Class,Corporate,Bristol,Connecticut,East,Technology,Phones,Classic Ivory Antique Telephone Zl1810,100.49
2018-03-26,2018-03-27,First Class,Consumer,New York City,New York,East,Furniture,Bookcases,"Sauder Forest Hills Library With Doors, Woodland Oak Finish",257.568
2018-03-26,2018-03-27,First Class,Consumer,New York City,New York,East,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96
2015-11-12,2015-11-12,Same Day,Consumer,San Antonio,Texas,Central,Office Supplies,Storage,"Personal Filing Tote With Lid, Black/Gray",49.632
2017-10-13,2017-10-17,Standard Class,Corporate,Aurora,Colorado,West,Furniture,Tables,Hon 5100 Series Wood Tables,500.558
2017-10-13,2017-10-17,Standard Class,Corporate,Aurora,Colorado,West,Furniture,Furnishings,Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock,24.96
2018-11-12,2018-11-12,Same Day,Corporate,Newark,Ohio,East,Technology,Phones,Jabra Speak 410 Multidevice Speakerphone,370.782
